ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
594,ced,ᏚᎦᏔᏍᏔᏅ ᎤᏍᎪᏍᏗ ᎠᏨᏍᏛ ᏚᎦᏙᏴᏌ.,Duktastanv usgosdi ajvstv duktoyvsa.,He closed his eyes when he was blinded by a bright light.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
595,ced,ᏢᏓᏥ ᏗᏏᎾᎲᏍᏗᏍᎩ ᏢᏓᏥ ᏚᎦᏘᎸᏒᎢ.,Hlvdaji disinahvsdisgi hlvdaji duktilvsvi.,A lion attacked the lion tamer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
596,ced,ᏱᏚᎦᏘᏅᏕᏌ Ꮭ ᎣᏍᏓ ᏯᎪᏩᏘᏍᎪᎢ.,Yiduktinvdesa hla osda yagowhtisgoi.,"When she takes off her glasses, she doesn't see well.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
597,ced,ᎢᎦᏓ ᎠᎦᎵᏍᎬ ᏯᏁᏙᎭ ᏧᎵᏏᎩ ᏗᎦᏘᏅᏘᏗ ᏓᎾᎦᏘᏅᏛᏍᎪᎢ.,Igada agalisgv yanedoha julsihgi diktinvtdi danaktinvtvsgoi.,"When some people are in the sun, they put on dark glasses.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
598,ced,ᏚᏟᎶᏓ ᎢᎦ ᏎᎷ ᏚᎦᏢᎲ ᏐᏈᎵ ᎤᎩᏍᏗ.,Suhliloda iga selu duktlvhv sogwili ugisdi.,He shelled a bushel of corn for the horse to eat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
599,ced,ᎦᎪ ᏓᏆᎳᎩᏍᎨ ᎤᏒ ᏥᎨᏒ?,Gago dakwalagisge usv jigesv?,Who was snoring last night?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
600,ced,ᎠᎹ ᏓᏆᏲᎥᏍᎦ ᏗᎿᏬ ᏧᏖᏍᏗ.,Ama dakwayovsga dihnawo jutesdi.,She is sprinkling water on the clothes she is going to iron.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
601,ced,ᏓᏈᏌᏂᏍ ᏗᏣᎸᏉᏗ?,Dakwsani dijalvkwdi?,Do you like turnips?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
602,ced,ᏓᎳᎳ ᎤᏂᏴᎲ ᏪᏌ.,Dalala uniyvhv wesa.,A cat caught a woodpecker.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
603,ced,ᏗᏤ ᏗᎳᏑᎶ ᏧᎳᏑᏢᏗ ᎤᏚᎵ ᏫᎵ.,Dije dilasula julasuhldi uduli Wili.,Bill wants to put on some new shoes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
604,ced,ᏚᎳᏑᎳᎢᏴᏒ ᏗᎦᏅᎯᏗ ᎨᏒ ᎢᏳᏍᏗ ᏗᎳᏑᎳ.,Dulasulaiyvsv diganvhidi gesv iyusdi dilasulo.,He changed shoes because they were too long.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
605,ced,ᎠᎦᏘᏏ ᏗᏜ ᏣᎳᏑᏢ ᎭᎳᏑᎳᎩ.,Aktisi didla jalasuhlv halasulagi.,Take your right shoe off.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
606,ced,ᎤᏄᎸᎲᏍᎨᏍᏗ ᏧᎴᏗ ᏕᎯᏯᎴᏔᏅᎢ.,Unulvhvsgesdi julehdi dehiyaletanvi.,"If he can't get up, help him up.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
607,ced,ᏧᏂᏢᎩ ᏩᏯᎥ ᏓᎴᎯᏏᎭ.,Junidlvgi wayav dalehisiha.,He's recuperating in a hospital.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
608,ced,"ᏗᏣᎴᎲᎦ ᎦᏛᏅ, ᏂᎦᏓ ᏕᏣᎴᏅᎢ.",Dijalehvga gadvnv nigad dejalehnvi.,"When I say stand up, everyone stand up.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
609,ced,ᏓᎵᏆ ᏣᎳᎩ ᎠᏰᏟ ᎤᏙᏢᏒᎢ ᎣᎦᎵᎰᎻ.,Daligwa Jalagi Ayehli udohlvsvi Ogalahomi.,Tahlequah is the capitol of the Cherokee Nation of Oklahoma.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
610,ced,ᏙᏓᎦᎵᏰᏑᎴᏏ. ᏂᎯᎾ?,Dodagaliyesulesi. Nihina?,I'm going to take my gloves off. What about you?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
611,ced,ᏕᎦᎵᏰᏑᎵ ᏙᏛᎩᎸᏫᏍᏓᏁᎵᎮᏃ.,Degaliyesuli dodvgilvhwisdanelihehno.,I am putting on gloves because I am going to work.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
612,ced,ᏚᎳᏑᎴᏒ ᎠᎴ ᏚᎵᏲᎩᏒᎢ.,Dulasulesv ale duliyogisvi.,He took off his shoes and socks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
613,ced,ᏓᎵᏲᎯᎲ ᎢᎪᎯᏓ ᎩᎶ ᏚᏃᏍᎩᏎ ᏧᎳᏑᎶ.,Daliyohihv igohida kilo dunosgise julasulo.,"While he was putting on his socks, someone stole his shoes.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
614,ced,ᏔᎵᏲᏌ ᏗᎦᏚᎵᏓ ᏕᏣᎵᏲᎲᎢ.,Taliyosa digadulida dejaliyohvi.,Change your wet socks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
615,ced,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.,Hlesdi kilo galogwe gvhdi yitiyalisosdisgesdi.,Don't aim at anyone with a gun.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
616,ced,ᏓᎹᎦ ᏍᏓᏯ ᎠᏓᏍᎦᎵᎪᎢ.,Damaga sdaya adasgahlgoi.,A horsefly bites hard.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
617,ced,ᎤᎾᏙᏓᏉᏅ ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.,Unadodagwohnv danadahilidohesdi.,They will be having a trial on Monday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
618,ced,ᏥᏈᏍᏗ ᎠᏂᏣᎳᎩ ᏚᎾᏠᏒ ᏓᎵᏆ ᎤᎬᏫᏳᎯ ᎦᏬᏂᏍᎬ ᎤᎾᏛᎪᏗ ᎤᏂᏰᎸᏒᎢ.,Tsgwisdi Anijalagi dunadlosv Daligwa ugvwiyuhi gawonisgv unatvgodi uniyelvsvi.,A lot of Cherokees met at Tahlequah in order to hear the chief speak.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
619,ced,ᎦᏙᎲ ᏚᎾᎦᎴᏅᎮᎢ?,Gadohv dunagalenvhe?,Why did they separate?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
620,ced,ᎦᏙ ᎤᏍᏗ ᏓᏁᎶᏗ Ꮎ ᎤᏍᏗ ᎠᏧᏣ?,Gada usdi danehldi na usdi achuja?,What is the little boy playing with?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
621,ced,ᏍᏆᏞᏍᏗ ᏙᏓᎦᏁᎶᏂ ᏑᎾᎴ ᎤᏙᏓᏆᏓ.,Sgwahlesdi dodaganelohni sunale udodagwada.,I'm going to play ball all day tomorrow.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
622,ced,ᎠᏂᏣᎳᎩ ᎤᏙᏓᏈᏕᎾ ᎤᏒ ᏓᏂᎳᏫᎪᎢ.,Anijalagi Unadodagwidena usv danilawigoi.,Cherokee hold church services on Saturday nights.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
623,ced,ᎦᏙ ᎤᏍᏗ ᏣᎩᏎ ᏓᏂᏍᏓᏲᎯᎲᎢ?,Gado usdi jagise Danisdayohihvi?,What did you get for Christmas?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
624,ced,ᎯᎳ ᎢᏴ ᏙᏛᏂᏰᎵᏍᏗ?,Hila iyv dodvniyelisdi?,When are they going to adjourn?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
625,ced,ᏎᎦᏨ ᏚᏍᏓᏲᏢ ᎦᎶᏇ ᎠᏍᏓᏴ ᎪᏣᏁᏍᏗᎢ ᎢᏳᏍᏗ.,Segajv dusdayohlv galogwe asdayv gojanesdii iyusdi.,He barely shot the gun because the trigger was hard to pull.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
626,ced,ᎣᏏ ᎠᏓᏍᏓᏴᏗ ᏧᎲᏘᏗ ᎠᏓ ᏓᏍᏡᏍᎦ.,Osi adasdayhdi juhvtdi ada dasdlusga.,He's splitting some cook wood.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
627,ced,ᎦᎦᎹ ᏓᎩᏫᏒ ᎠᎹ ᏕᏥᏍᏚᏟᎠ.,Gagama dakiwisv ama dejisdudlia.,I am sprinkling water on my cucumbers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
628,ced,ᎠᏕᎳ ᎠᎦᏘᏱ ᎠᏕᎳ ᏓᏎᎯᎭ.,Adela aktiyi adela dasehiha.,The treasurer is counting money.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
629,ced,ᏓᏍᎩᎾᏗᏍᎪ ᎪᏍᏗ ᏳᎿᎸᏍᏔᎾ.,Dasginadisgo gosdi yuhnalvstana.,He curses when something makes him angry.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
630,ced,ᎤᎬᏫᏳᎯ ᎤᏬᏂᏐᎿ ᏚᎾᏏᏛᏂᎸ ᏴᏫ.,Ugvwiyuhi uwonisohna dunasihtvnilv yvwi.,"When the president finished his speech, the people applauded.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
631,ced,"ᏞᏍᏗ ᎥᏍᎩ ᎢᏍᏓᏱ ᏱᏗᏣᎸᏫᏍᏓᏁᎮᏍᏗ, ᏙᏔᏍᏔᏰᏏᏍ.","Hlesdi vsgi isdayi yidijalvhwisdanehesdi, dotastayesis.",Don't work so hard or you'll get exhausted.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
632,ced,"ᎤᏒ ᏱᏄᎵᏍᏔᎾ, ᎩᏟ ᏓᏑᏫᏍᎪᎢ.",Usv yinulstana gihli dasuhwisgoi.,"When it becomes night, the dog barks.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
633,ced,ᎤᎾᏙᏓᏉᏅ ᎤᏒ ᎤᏬᏂᎯᏍᏗ ᏚᏒᏍᏔᏅᎢ ᎬᏩᏔᏲᏎᎳ ᎤᏬᏂᎯᏍᏗᎢ.,Unadodagwohnv usv uwonihisdi dusvstanvi gvwhtayosela uwonihisdii.,He scheduled his speech for Monday night when asked to speak.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
634,ced,ᎯᎳ ᎠᏟᎢᎵᏒ ᏣᎴᏅᎮ ᏕᎯᏖᏍᎬᎢ?,Hila ahliilisv jalenvhe dehitesgvi?,What time did you start ironing?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
635,ced,ᏓᏫᏍᎦᎳ ᎪᏢᏔᏅ ᎦᏟᏓ ᎤᏍᎧ ᎤᏩᏛᎲᎢ.,Dawisgala gohlvhtanv gahlida uska uhwahtvhvi.,He found an arrowhead made out of flint.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
636,ced,ᏳᏁᏍᏓᎳᏓ ᏕᎦᏅᏅ ᏓᏫᏍᎬᎯ ᏂᏕᎦᎵᏍᏗᏍᎪᎢ.,Yunesdalada deganvhnv dawisgvhi nidegalsdisgoi.,"When it freezes, the roads get slippery.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
637,ced,ᎢᎦᏓ ᏓᏬᎵ ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ ᎢᎦᏓᏃ ᎠᎾᏓᎯᎯ.,Igada dawoli anosda digahyesdi igadahno anadahihi.,Some mushrooms are good to eat but others are poisonous.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
638,ced,ᏓᏬᎵᏳᏍᏗ ᎬᏗ ᎤᏍᏚᏅᎢ ᏒᏙᏂ ᎬᎫᏍᎬᎢ.,Dawoliyusdi gvhdi usduhnvi svdoni gvgusgvi.,He stopped the leak in the tub with a cork.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
639,ced,ᏘᏲᎯ ᏥᏍᏚ.,Tiyohi jisdu.,Let the rabbit go.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
640,ced,ᏕᎦᎵᏗ ᎧᎵ ᏚᏭᏖᏒ ᏐᎯ.,Degahldi kali duwutesv sohi.,She picked a sack full of hickory nuts.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
641,ced,ᏍᏚᏗ ᏚᎸᏛᏂᏍᏔᏅ ᎤᏅᎪᏣ.,Sdudi dulvdvnistanv unvgoja.,He slammed the door when he went out.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
642,ced,ᏅᏃᎯ ᏕᎦᎾᏗᏫᏍᎬ ᏥᎪᎥ ᎠᏫ ᎤᏒ ᏥᎨᏒᎢ.,Nvnohi deganadiwsgv ahwi jigov usv jigesvi.,I saw a deer crossing a road last night.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
643,ced,ᎪᎱᏍᏗ ᏗᎩᏃᏣᏢᏗ ᎠᏆᏚᎵᎭ.,Gohusdi diginojahldi agwaduliha.,I want to announce something.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
644,ced,ᎠᎺᏉ ᏓᎩᏐᏨ ᎠᏂᏲᏍᎩ ᏥᏥᏯᎥᎢ.,Amego dagisohjv aniyosgi jijiyavɁi.,I crossed the ocean when I was in the military service.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
645,ced,ᎤᏙᏓᏆᏓ ᏚᏪᏘᏅ ᎤᏗᏞᎩ ᏚᎸᏫᏍᏓᏁᎲᎢ.,Udodagwada duwetinv udihlehgi dulvhwisdanehvi.,He endured working in the heat all day.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
646,ced,ᎤᎾᏙᏓᏆᏍᎬ ᏗᎾᏕᏠᏆᏍᎩ ᏗᎨᏲᎲᏍᎩ ᏚᏬᏏᏌᏅ ᎤᏂᎪᎵᏰᎥᎢ.,Unadodagwasgv Dinadehlohgwasgi digehyohvsgi duwosisahnv unigoliyevɁi.,The Sunday School teacher explained what they had read.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
647,ced,ᎤᏟᏍᏗ ᏚᏭᎪᏔᏅᎢ.,Uhlisdi duwuktanvi.,He decided too quickly.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
648,ced,ᏳᎾᎵᏍᏓᏰᏃᎿᏊ ᏕᎬᏗᏰᏍᎪ ᏗᏖᎵᏙᎢ.,Yunalsdayvhnohnagwu degvdiyesgo ditelidoi.,She washes the dishes immediately after they finish eating.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
649,ced,ᎯᎳ ᎢᎦ ᏐᎯ ᏙᏛᏙᎯᏏ?,Hila iga sohi dotvtohisi?,How many hickory nuts are you going to shell?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
650,ced,ᏚᏳᎾᏍᏗ ᏕᎬᏙᎯᎠ.,Tuyunsdi degvtohia.,She's shelling peas.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
651,ced,ᏕᎭᎷᏱ ᎧᎸ ᎠᏓᎴᏂᏍᎪᎢ ᎪᎩ.,Dehaluyi kalv adalenisgoi gogi.,Summer begins in the month of June.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
652,ced,ᎦᏣᏄᎵ ᎤᏩᏕᏯᏍᏔᎾ ᎠᏕᏲᎲ ᏚᏟᏆᏗᏅᏒ ᏓᏆᎴᎳ.,Gajanuli uwadeystana adeyohv duhlihgwadinvsv dagwalela.,"When he went around the curve too fast, he turned the car over.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
653,ced,ᎤᎵᏨᏓᏆᏓ ᏚᏂᏃᎩᏒ ᏗᏂᏃᎩᏍᎩ.,Uhljvdagwada dunihnogisv dinihnogisgi.,The singers sang all night.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
654,ced,ᏗᎪᏍᏓᏯ ᏚᏑᎦᏢ ᎬᏗ ᏚᏄᎪᏒ ᏪᏌ.,Digosdaya dusuhgahlv gvhdi duhnugosv wesa.,The cat clawed him with its sharp claws.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
655,ced,"ᎦᏙ ᎭᏛᏁ, ᏕᎲᎩᎶᎠᏍ?","Gado hadvne, dehvhgiloas?","What are you doing, washing?",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
656,ced,ᎭᏢ ᏧᏓᎴᏅᎮ ᏗᏨᏍᏗ?,Hadlv judalenvhe dichvsdi?,Where did marriage begin?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
657,ced,ᏧᎾᏓᏍᏚᏗ ᎠᎦᏘᏅᏒ ᏗᏓᎯᎯ ᎠᏥᏂᏴᎭ.,Junadasdudi agatihnvsv didahihi ajiniyvha.,The murderer was taken to jail when he was caught.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
658,ced,ᏧᎾᏓᎯᎵᏓᏍᏗ ᎡᎦ ᏗᏘᏲᎯᎯ.,Junadahilidasdi ega ditiyohihi.,The lawyer is going to the courthouse.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
659,ced,ᏗᏓᏟᎶᏍᏗᏍᎩ ᎤᎷᏨ ᎠᎾᎳᏍᎦᎵᏍᎬᎢ.,Didahlilosdisgi uluhjv analasgalisgvi.,A photographer came to the ball game.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
660,ced,ᎦᎪ ᎤᏤᎵ ᎯᎠ ᏗᏓᏟᎶᏍᏔᏅᎢ?,Gago ujeli hia didahlilostanvi?,Whose photograph is this?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
661,ced,ᎢᎦᏓ ᏓᏤᎵᏍᏛ ᏧᏓᎿᏫᏓ ᏕᎨᏙᎢ.,Igada dajelisdv judahnawida degetoi.,Some graves have crosses.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
662,ced,ᏣᏅᏔᏍ ᎤᎿ ᎦᏁᎸ ᏗᏓᏁᏎᏍᎩ?,Janhtas uhna ganelv didahnesesgi?,Do you know where a conjurer lives?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
663,ced,Ꮎ ᎠᏍᎦᏯ ᎠᏣᎳᎩ ᏗᏓᏅᏫᏍᎩ.,Na asgaya Ajalagi didahnvwisgi.,That man is a Cherokee medicine man.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
664,ced,Ꮎ ᎤᏍᏗ ᎠᏧᏣ ᏗᏓᏰᏠᎯ ᎢᏳᎵᏍᏙᏗ ᎤᏚᎵ ᎠᏛᏒᎢ.,Na usdi achuja didahyehlohi iyulsdohdi uduli atvsvi.,That little boy wants to become a surgeon when he grows up.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
665,ced,ᏗᏓᏁᎸ ᏨᎤᏪᏅᏒ ᎪᎯ.,Didanelv jvuwenvsv kohi.,He went back home a while ago.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
666,ced,ᎤᏛᏐᏅ ᏗᏓᏅᏙᏍᏗ ᏕᎦᏅᎦᎵᎠᎭ.,Utvsohnv didanhtosdi deganvgaliha.,An old man is cleaning some dentures.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
667,ced,ᏗᏓᏂᏐᏗ ᏚᏂᎸᏫᏍᏓᏁ ᎠᏂᏍᎦᏯ ᎦᏄᎸ ᎠᏂᎦᎵᏍᎦ.,Didanisohdi dunilvhwisdane anisgay ganulv anigalsga.,Some men are working in the cemetery mowing grass.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
668,ced,ᏗᏓᏂᏱᏍᎩ ᎣᎩᎾᏟᏃᎮᏗ ᎠᏆᏚᎵ.,Didaniyisgi oginahlinohehdi agwaduli.,I want to talk with a policeman.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
669,ced,ᎯᏍᎩ ᎢᏯᏂᎢ ᏗᎾᏓᏍᏓᏴᎲᏍᎩ ᏚᏑᏰᏒ ᎤᎾᏓᏍᏓᏴᏗᎢ.,Hisgi iyanii dinadasdayvhvsgi dusuyesv unadasdayhdii.,He chose five cooks to cook.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
670,ced,ᏗᎾᏓᏍᏙᏰᏍᎩ ᏧᎾᏕᏠᏆᏍᏗ ᏚᏕᏠᏆᎥᎢ.,Dinadasdoyesgi junadehlohgwasdi dudehlohgwaɁvɁi.,He went to a school for barbers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
671,ced,ᏣᏴᏢᎢᏍ ᏧᎾᏓᏍᏚᏗ?,Jayvhlvis junadasdudi?,Have you been in jail?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
672,ced,ᎭᏢ ᏗᏓᏘᏂᏙᎯ ᎢᏣᏓᏡᎬᎢ?,Hadlv didatihnidohi ijadahlgvi?,Where's the leader of your group?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
673,ced,ᎠᏕᎳ ᏗᎾᏓᏙᎵᏍᏗᏍᎩ ᎤᎾᏙᏢᏅ ᎤᏔᎾ ᎦᏚᎲᎢ.,Adela dinadatolsdisgi unadohlvhnv utana gaduhvi.,They formed a loan association in a big city.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
674,ced,ᎢᎬᏱ ᏗᎾᏓᏬᏍᎩ ᏧᏂᎳᏫᏍᏗ ᎠᏯᏙᎯᎯ ᏄᎵᏍᏔᏅᎢ.,Igvyi Dinadawosgi Junilawisdi ayatohihi nulstanvi.,He became a deacon in a First Baptist Church.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
675,ced,ᏐᏁᎳ ᏍᎪᎯ ᎢᏯᏂᎢ ᏗᎾᏕᏠᏆᏍᎩ ᏚᏂᏍᏆᏛ ᎪᎯ ᎪᎨᏱ.,Sohnel sgohi iyanii dinadehlohgwasgi dunisgwadv kohi gogeyi.,Ninety students graduated this spring.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
676,ced,ᎢᎸᏍᎩ ᏧᏕᏘᏴᏓ ᏗᏕᏲᎲᏍᎩ ᏂᎨᏐᎢ.,Ilvsgi judetiyvda didehyohvsgi nigesoi.,She's been a teacher for a few years.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
677,ced,ᏅᏃᎯ ᏗᏜ ᏩᎢᏒ ᏧᏫᏥᎪᏩᏔ.,Nvnohi didla waisv juwijigowahta.,I saw him walking toward the road.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
678,ced,ᎠᏆᏠᏨ ᎤᎿ ᎪᏢᏒ ᏗᏠᎯᏍᏗᎢ.,Agwadlohjv uhna gohlvsv didlohisdii.,I couldn't find the meeting place.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
679,ced,ᏞᏍᏗ ᏗᏢᏈᏍᏙᏗ ᎢᎬᏱ ᏗᏜ ᏥᏂᏣᏛᏁᎵ.,Hlesdi didlvkwisdohdi igvyi didla jinijadvhneli.,Don't let excuses get in your way.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
680,ced,ᎯᎳ ᏧᎬᏩᎵᏗ ᏑᏟᎶᏓ ᏗᎦᏛᏗ?,Hila jugvwahldi suhliloda digadvdi?,How much does a bushel of pears cost?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
681,ced,ᎯᎳ ᎢᎦ ᏕᎪᏢ ᏧᏂᎳᏫᏍᏗ ᏓᎵᏆ ᎦᏚᎲᎢ?,Hila iga degohlv junilawisdi Daligwa gaduhvi?,How many churches are there in the city of Tahlequah?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
682,ced,ᏗᎦᎴᏅᎯᏓ ᎩᏟ ᏗᎦᎴᏅᎯᏓ ᎠᏏᎳᏛ ᎤᏭᏓᎸᏤᎸ ᎦᎴᏂ ᎦᏅᎯᏒ.,Digalenvhida gihli digalenvhida asiladv uwudalvchelv galeni ganvhisv.,The long-eared hound dog got his ear caught in the fence because his ear was so long.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
683,ced,ᏗᎦᎶᎩᏍᎩ ᎤᏫᏒᏅ ᎤᎧᏲᏐᏅ ᎾᎦᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ.,Digalogisgi uhwisvnv ukayosohnv nagasgvna gesv iyusdi.,The farmer's crop became dry because of no rain.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
684,ced,ᎡᎵᏊᏍ ᏂᎦᎠ ᏗᎦᎸᏅᎯ ᎮᎵᎠ?,Eligwus nigaa digalvnvhi helia?,Do you think there are enough dumplings?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
685,ced,ᎩᎶᏍ ᎪᎱᏍᏗ ᏗᎦᏃᏣᎸᏗ ᎤᎭ?,Kilois gohusdi diganojahldi uha?,Does anyone have an announcement?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
686,ced,ᏗᎦᎾᏐᏗ ᏫᏚᏝᏅ ᏗᎨᎵᏍᏘᎩ.,Digansodi widuhlanv digelistgi.,She put the pies in the pantry.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
687,ced,ᏗᎦᏄᎳᏥ ᏧᏴᎩᏌᏘ.,Diganulaji juhyvgisati.,He's ticklish in his ribs.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
688,ced,ᎢᎦᏓ ᏗᎦᏘᏍᏗ ᏓᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏱᏚᏂᏯᎳ.,Igada digatisdi danhdisgo jisdvna yidunihyala.,Some people use gigs whenever they hunt crawdads.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
689,ced,ᏗᎪᏪᎵ ᏕᏥᎪᎵᏰᎠ.,Digohweli dejigoliyea.,I am reading a book.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
690,ced,ᎠᎾᏁᎯᎲ ᏗᎪᏪᎶᏗ ᎬᏗ ᎠᏥᏘᏍᏙᏔᏅᎢ.,Anahnehihv digohwelodi gvhdi ajitisdohtanvi.,"While they were wrestling, he was accidently stabbed with a pencil.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
691,ced,ᏗᎪᏏᏐᏗ ᎤᏔᏲᏢ ᎦᎸᏉᏗ ᎪᏪᎵ ᎤᎪᎵᏰᎠ.,Digosisohdi utayohlv Galvkwdi Gohweli ugoliyea.,He asked for a discussion when he read the Bible.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
692,ced,ᎧᎾᏁᏍᎩ ᎦᏨᏍᎬ ᏥᎪᏩᏔ ᏗᎫᎵᏗᏍᎩ.,Kananesgi gajvsgv jigowahta diguhldisgi.,I just saw a mud dauber sting a spider.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
693,ced,ᏦᏍᎪ ᏧᏒᎯᏓ ᏧᎾᏓᏍᏚᏗ ᎤᏴᏍᏗ ᏚᏬᎪᏓᏁᎸ ᏗᎫᎪᏗᏍᎩ.,Josgo jusvhida junadasdudi uyvsdi duwukdanelv digukdisgi.,The judge sentenced him to thirty days in jail.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
